시군구,단지명,전용면적(제곱미터),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
인천광역시 남동구 논현동,휴먼시아동산마을,84.6,2024-10,10,39500,8,2006,소래역로 119,,중개거래,인천 남동구
인천광역시 남동구 간석동,동원,59.86,2024-10,9,16000,10,1996,간석로66번길 29,,중개거래,인천 남동구
인천광역시 남동구 간석동,우성꾸메마을I,84.93,2024-10,9,23000,7,2005,용천로 181,,중개거래,인천 남동구
인천광역시 남동구 간석동,어울림마을,84.96,2024-10,9,39000,18,2005,석산로 138,,중개거래,인천 남동구
인천광역시 남동구 서창동,더포레스트,59.98,2024-10,9,31700,1,2017,서창남순환로 140,,중개거래,인천 남동구
인천광역시 남동구 논현동,별빛마을웰카운티(10단지),101.53,2024-10,9,51200,5,2008,논현로 235,,중개거래,인천 남동구
인천광역시 남동구 간석동,형진프라자,27.81,2024-10,8,3800,9,1996,남동대로915번길 25,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공4단지,54.9,2024-10,8,25500,2,1987,백범로124번길 126,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공13단지(푸르내마을),51.86,2024-10,8,25000,6,2006,포구로 98,,중개거래,인천 남동구
인천광역시 남동구 만수동,포레시안,46.89,2024-10,7,26200,8,2011,만수서로 55,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현푸르지오 더퍼스트,61.8677,2024-10,5,39700,7,2019,포구로 40,,중개거래,인천 남동구
인천광역시 남동구 논현동,어진마을한화꿈에그린(6단지),119.877,2024-10,5,57700,4,2007,논현로 106,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석한신더휴,84.879,2024-10,5,48500,17,2019,석정로461번길 50,,중개거래,인천 남동구+인천 부평구
인천광역시 남동구 간석동,인천간석휴먼시아1단지,59.94,2024-10,5,34800,19,2014,백범로294번길 15,,중개거래,인천 남동구
인천광역시 남동구 간석동,인천간석휴먼시아2단지,59.93,2024-10,5,35000,16,2014,백범로294번길 16,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공13단지(푸르내마을),51.86,2024-10,5,25300,9,2006,포구로 98,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월힐스테이트1단지,83.9829,2024-10,5,46000,3,2007,구월로 192,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공1단지,59.13,2024-10,5,24800,13,1998,호구포로 294,,중개거래,인천 남동구
인천광역시 남동구 간석동,"태화아파트101동,102동,103동,105동",84.56,2024-10,4,26000,10,1994,호구포로900번길 5,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월힐스테이트1단지,59.9,2024-10,4,41000,7,2007,구월로 192,,중개거래,인천 남동구
인천광역시 남동구 구월동,롯데캐슬골드,83.7769,2024-10,4,48700,27,2007,호구포로 803,,중개거래,인천 남동구
인천광역시 남동구 간석동,어울림마을,84.96,2024-10,4,44650,19,2005,석산로 138,,중개거래,인천 남동구
인천광역시 남동구 논현동,휴먼시아동산마을,84.69,2024-10,4,39000,21,2006,소래역로 119,,중개거래,인천 남동구
인천광역시 남동구 간석동,인천간석휴먼시아2단지,59.93,2024-10,4,30000,2,2014,백범로294번길 16,,직거래,
인천광역시 남동구 만수동,벽산,59.805,2024-10,4,25800,6,2000,호구포로 924,,중개거래,인천 남동구
인천광역시 남동구 간석동,어울림마을,59.87,2024-10,4,33500,4,2005,석산로 138,,중개거래,인천 남동구
인천광역시 남동구 간석동,이삭,59.72,2024-10,4,22500,9,1999,용천로176번길 109,,중개거래,인천 남동구
인천광역시 남동구 간석동,두진,84.99,2024-10,4,24000,5,1994,호구포로899번길 8,,중개거래,인천 남동구
인천광역시 남동구 구월동,대명어반스테이,17.0706,2024-10,4,8000,2,2018,미래로 30,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석신동아파밀리에명품,84.4571,2024-10,3,38700,16,2007,염전로 440,,중개거래,인천 남동구+인천 미추홀구
인천광역시 남동구 서창동,서창베라체아파트(11단지),84.99,2024-10,3,40000,14,2012,서창남로 17,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현힐스테이트,84.9179,2024-10,3,59700,19,2010,논고개로68번길 49,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로7,84.992,2024-10,3,50000,17,2010,에코중앙로 163,2024-10-11,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로7,84.992,2024-10,3,50000,17,2010,에코중앙로 163,,중개거래,인천 남동구
인천광역시 남동구 간석동,우성,72.94,2024-10,3,28300,13,1990,방축로 501,,중개거래,인천 남동구
인천광역시 남동구 만수동,남동아파트,51.72,2024-10,2,17000,14,1992,장승남로33번길 23,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공2단지,48.45,2024-10,2,19500,9,1998,함박뫼로 439,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로5,84.946,2024-10,2,57000,21,2010,소래역남로 39,,중개거래,인천 남동구
인천광역시 남동구 서창동,청광플러스원아파트,84.9944,2024-10,2,45000,10,2017,서창남순환로 82,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌2단지,51.95,2024-10,2,31500,7,2015,선수촌공원로 96,,중개거래,인천 남동구
인천광역시 남동구 만수동,포레시안,74.91,2024-10,1,38500,4,2011,만수서로 55,,중개거래,인천 남동구
인천광역시 남동구 만수동,한국,84.69,2024-10,1,26500,10,1992,담방로21번길 23,,중개거래,인천 남동구
인천광역시 남동구 논현동,어진마을한화꿈에그린(6단지),149.618,2024-10,1,65000,12,2007,논현로 106,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현유승한내들,56.8743,2024-10,1,35000,39,2018,에코중앙로66번길 6,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로11,84.993,2024-10,1,50600,9,2009,논고개로 17,,중개거래,인천 남동구
인천광역시 남동구 논현동,어진마을한화꿈에그린(6단지),119.951,2024-10,1,56500,18,2007,논현로 106,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로11,84.993,2024-10,1,52000,25,2009,논고개로 17,,중개거래,인천 남동구
인천광역시 남동구 만수동,대동(5-397),56.56,2024-10,1,12200,3,1989,만수서로83번길 63-4,,중개거래,인천 남동구
인천광역시 남동구 구월동,신영구월지웰시티푸르지오,84.9357,2024-09,30,61000,8,2020,남동대로799번길 34,,중개거래,서울 강남구+인천 남동구
인천광역시 남동구 논현동,논현 파크 포레,84.88,2024-09,30,39700,4,2009,은봉로165번길 24,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월힐스테이트1단지,59.9,2024-09,30,43800,8,2007,구월로 192,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월힐스테이트1단지,83.9829,2024-09,30,48000,21,2007,구월로 192,,중개거래,인천 남동구
인천광역시 남동구 간석동,미래타운,47.65,2024-09,29,25000,14,2017,간석로12번길 4,,중개거래,인천 서구
인천광역시 남동구 만수동,주공8단지,38.64,2024-09,29,11000,8,1990,담방로 105,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공2단지,48.45,2024-09,28,17600,1,1998,함박뫼로 439,,중개거래,인천 남동구
인천광역시 남동구 간석동,"태화아파트101동,102동,103동,105동",59.93,2024-09,28,22300,11,1994,호구포로900번길 5,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석래미안자이,59.91,2024-09,28,43300,8,2008,남동대로 860,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공5단지,49.94,2024-09,28,22300,15,1987,백범로124번길 127,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌센트럴자이,101.92,2024-09,28,65000,2,2015,선수촌로 55,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌1단지,59.99,2024-09,28,37000,4,2015,선수촌공원로 85,,중개거래,인천 남동구
인천광역시 남동구 구월동,롯데캐슬골드,115.6671,2024-09,28,60000,13,2007,호구포로 803,,중개거래,인천 남동구
인천광역시 남동구 만수동,벽산,59.805,2024-09,28,24600,8,2000,호구포로 924,,중개거래,인천 남동구+인천 미추홀구
인천광역시 남동구 구월동,구월힐스테이트1단지,115.6671,2024-09,28,64500,23,2007,구월로 192,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월힐스테이트1단지,75.3036,2024-09,28,49000,23,2007,구월로 192,,중개거래,인천 남동구
인천광역시 남동구 서창동,서창자이,84.798,2024-09,28,44500,13,2008,장아산로 157,,중개거래,인천 남동구
인천광역시 남동구 서창동,더포레스트,59.93,2024-09,28,34000,11,2017,서창남순환로 140,,중개거래,인천 남동구
인천광역시 남동구 서창동,더포레스트,59.93,2024-09,28,34000,11,2017,서창남순환로 140,2024-09-30,중개거래,인천 남동구
인천광역시 남동구 논현동,논현단풍마을트리플에듀,84.79,2024-09,28,36100,4,2006,소래역로 94,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로12,84.997,2024-09,28,47500,30,2009,논고개로 10,,중개거래,인천 남동구+인천 연수구
인천광역시 남동구 구월동,구월힐스테이트1단지,59.9,2024-09,28,44000,28,2007,구월로 192,,중개거래,서울 송파구+인천 남동구
인천광역시 남동구 만수동,만수뉴서울아파트,34.65,2024-09,28,10500,9,1992,담방로21번길 61,,중개거래,인천 남동구
인천광역시 남동구 만수동,대성유니드별빛마을,84.3496,2024-09,28,33000,4,2006,서판로 30,,중개거래,인천 남동구
인천광역시 남동구 간석동,우성,84.97,2024-09,27,31800,11,1990,방축로 501,,중개거래,인천 남동구
인천광역시 남동구 만수동,대동(5-328),39.33,2024-09,27,8500,6,1987,만수로 86,,직거래,
인천광역시 남동구 만수동,만수주공6단지,38.52,2024-09,27,16500,5,1986,만수로50번길 19,,중개거래,인천 남동구
인천광역시 남동구 만수동,한국,84.23,2024-09,27,31000,14,1992,담방로21번길 23,,중개거래,인천 남동구
인천광역시 남동구 논현동,휴먼시아동산마을,84.69,2024-09,27,36500,4,2006,소래역로 119,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현신일해피트리,134.894,2024-09,27,70000,21,2007,은봉로 288,,중개거래,인천 남동구
인천광역시 남동구 서창동,엘에이치청아안,61.72,2024-09,27,33000,10,2016,서창남순환로 110,,중개거래,인천 남동구
인천광역시 남동구 서창동,더포레스트,59.93,2024-09,27,33800,9,2017,서창남순환로 140,,중개거래,인천 남동구
인천광역시 남동구 만수동,현대,125.88,2024-09,26,38000,14,1993,장승남로 82,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공2단지,48.45,2024-09,26,17800,19,1998,함박뫼로 439,,직거래,
인천광역시 남동구 구월동,롯데캐슬골드,115.6671,2024-09,26,57700,3,2007,호구포로 803,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공2단지,48.45,2024-09,26,16500,15,1998,함박뫼로 439,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공2단지,83.84,2024-09,26,29200,20,1998,함박뫼로 439,,중개거래,인천 남동구
인천광역시 남동구 만수동,신동아,84.91,2024-09,25,26800,14,1990,만수로111번길 38,,중개거래,인천 남동구+인천 부평구
인천광역시 남동구 간석동,간석한신더휴,59.925,2024-09,25,38500,16,2019,석정로461번길 50,,중개거래,인천 남동구
인천광역시 남동구 서창동,임광그대가,84.99,2024-09,25,37500,1,2007,장아산로 158,,중개거래,인천 남동구
인천광역시 남동구 만수동,주공8단지,44.94,2024-09,25,17400,12,1990,담방로 105,,중개거래,인천 남동구
인천광역시 남동구 만수동,광명아파트,84.38,2024-09,25,27500,9,1991,담방로21번길 24,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수뉴서울아파트,34.65,2024-09,25,11600,12,1992,담방로21번길 61,,중개거래,인천 남동구
인천광역시 남동구 간석동,웰스하임,18.97,2024-09,24,7000,8,2014,백범로 381,,중개거래,인천 남동구
인천광역시 남동구 만수동,한국,84.69,2024-09,24,27000,6,1992,담방로21번길 23,,중개거래,인천 남동구
인천광역시 남동구 만수동,포레시안,46.89,2024-09,24,24800,2,2011,만수서로 55,,중개거래,인천 남동구
인천광역시 남동구 서창동,엘에이치청아안,61.72,2024-09,24,34000,6,2016,서창남순환로 110,,중개거래,인천 남동구
인천광역시 남동구 남촌동,남촌풍림3차,59.052,2024-09,24,25000,4,1999,남촌로84번길 38,,직거래,
인천광역시 남동구 논현동,주공1단지,59.13,2024-09,24,22800,15,1998,호구포로 294,,중개거래,인천 남동구
인천광역시 남동구 간석동,인천간석휴먼시아1단지,39.17,2024-09,23,21800,4,2014,백범로294번길 15,,중개거래,인천 남동구
인천광역시 남동구 만수동,주공8단지,38.64,2024-09,23,9500,3,1990,담방로 105,,직거래,
인천광역시 남동구 만수동,신동아,84.91,2024-09,23,23700,1,1990,만수로111번길 38,,중개거래,인천 남동구
인천광역시 남동구 만수동,진흥(1036),84.69,2024-09,23,30000,1,1991,장승남로81번길 16,,중개거래,인천 남동구
인천광역시 남동구 서창동,태평2차,59.96,2024-09,22,24500,10,1997,장아산로 181,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월힐스테이트1단지,75.3036,2024-09,22,50000,8,2007,구월로 192,,중개거래,인천 남동구
인천광역시 남동구 논현동,인천 소래논현구역 C10블록 에코메트로 3차 더 타워,105.047,2024-09,22,55900,30,2013,소래역남로 40,,중개거래,인천 남동구
인천광역시 남동구 구월동,롯데캐슬골드,83.7769,2024-09,21,45000,2,2007,호구포로 803,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현푸르지오 더퍼스트,61.8677,2024-09,21,38700,4,2019,포구로 40,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현유승한내들,56.1574,2024-09,21,34900,36,2018,에코중앙로66번길 6,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현센트럴뷰,59.58,2024-09,21,41500,23,2014,논고개로68번길 34,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현센트럴뷰,59.84,2024-09,21,42600,18,2014,논고개로68번길 34,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로11,84.993,2024-09,21,51500,8,2009,논고개로 17,,중개거래,인천 남동구+인천 연수구
인천광역시 남동구 논현동,별빛마을웰카운티(10단지),101.53,2024-09,21,50500,13,2008,논현로 235,,중개거래,인천 남동구
인천광역시 남동구 논현동,별빛마을웰카운티(10단지),101.53,2024-09,21,51500,24,2008,논현로 235,,중개거래,인천 남동구
인천광역시 남동구 구월동,롯데캐슬골드,83.9829,2024-09,21,51500,5,2007,호구포로 803,,중개거래,인천 남동구
인천광역시 남동구 만수동,공작아파트,37.83,2024-09,21,6500,5,1988,장승로 20,,중개거래,인천 남동구
인천광역시 남동구 만수동,벽산,59.805,2024-09,21,24400,14,2000,호구포로 924,,중개거래,인천 남동구
인천광역시 남동구 만수동,효성상아,78.1,2024-09,21,30500,1,1990,백범로227번길 76,,중개거래,인천 남동구
인천광역시 남동구 도림동,주공그린빌2차,76.28,2024-09,21,30000,11,2003,오봉로 33,,중개거래,인천 남동구
인천광역시 남동구 서창동,청광플러스원아파트,84.9944,2024-09,21,46000,22,2017,서창남순환로 82,,중개거래,경기 시흥시+인천 남동구
인천광역시 남동구 서창동,청광플러스원아파트,84.9944,2024-09,21,46000,22,2017,서창남순환로 82,2024-10-02,중개거래,인천 남동구
인천광역시 남동구 서창동,이편한세상서창,84.95,2024-09,21,51200,6,2017,서창남순환로 9,,중개거래,인천 남동구
인천광역시 남동구 간석동,"태화아파트101동,102동,103동,105동",59.93,2024-09,21,24100,19,1994,호구포로900번길 5,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석한신더휴,59.925,2024-09,21,37200,12,2019,석정로461번길 50,,중개거래,인천 남동구+인천 미추홀구
인천광역시 남동구 서창동,더포레스트,59.98,2024-09,20,34000,13,2017,서창남순환로 140,,중개거래,인천 남동구
인천광역시 남동구 서창동,더포레스트,59.98,2024-09,20,31000,2,2017,서창남순환로 140,,중개거래,인천 남동구
인천광역시 남동구 간석동,풍림아이원,116.728,2024-09,20,40000,4,2004,석산로 35,,직거래,
인천광역시 남동구 논현동,논현푸르지오 더퍼스트,61.9875,2024-09,20,40000,16,2019,포구로 40,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현푸르지오 더퍼스트,61.9875,2024-09,20,40000,16,2019,포구로 40,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현힐스테이트,84.9974,2024-09,20,55000,14,2010,논고개로68번길 49,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현단풍마을트리플에듀,84.99,2024-09,20,36150,3,2006,소래역로 94,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월힐스테이트1단지,83.8726,2024-09,20,49500,5,2007,구월로 192,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌6단지,74.91,2024-09,20,45000,4,2015,선수촌로 27,,중개거래,인천 남동구
인천광역시 남동구 간석동,어울림마을,84.96,2024-09,20,45800,12,2005,석산로 138,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석래미안자이,119.52,2024-09,20,64300,21,2008,남동대로 860,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공2단지,64.62,2024-09,20,29000,10,1987,백범로124번길 43,,중개거래,인천 남동구
인천광역시 남동구 만수동,진흥(1036),57.69,2024-09,19,16500,3,1991,장승남로81번길 16,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공10단지,49.77,2024-09,19,16500,13,1994,장승남로 34,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석한신더휴,84.879,2024-09,19,48500,19,2019,석정로461번길 50,,중개거래,인천 남동구
인천광역시 남동구 논현동,풍림,59.7,2024-09,19,25700,14,2000,청능대로718번길 7,,중개거래,인천 남동구+인천 미추홀구
인천광역시 남동구 구월동,구월힐스테이트1단지,59.9,2024-09,19,39500,7,2007,구월로 192,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로12,84.993,2024-09,15,51500,15,2009,논고개로 10,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석래미안자이,84.97,2024-09,14,56500,21,2008,남동대로 860,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석래미안자이,119.36,2024-09,14,60250,5,2008,남동대로 860,,직거래,
인천광역시 남동구 논현동,논현유승한내들,56.8743,2024-09,14,34900,31,2018,에코중앙로66번길 6,,중개거래,인천 남동구
인천광역시 남동구 만수동,포레시안,59.76,2024-09,14,34300,19,2011,만수서로 55,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월힐스테이트1단지,59.9,2024-09,14,42000,12,2007,구월로 192,,중개거래,인천 남동구
인천광역시 남동구 만수동,향촌휴먼시아2단지,84.98,2024-09,14,38000,11,2012,만수서로 36,,직거래,
인천광역시 남동구 서창동,호반베르디움,84.7403,2024-09,14,47500,1,2017,서창남순환로 200,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수뉴서울아파트,34.65,2024-09,14,10500,3,1992,담방로21번길 61,,중개거래,인천 남동구
인천광역시 남동구 간석동,어울림마을,84.96,2024-09,14,46000,8,2005,석산로 138,,중개거래,인천 남동구
인천광역시 남동구 만수동,주공11단지,59.99,2024-09,14,23000,15,1997,만수서로105번길 40-18,,중개거래,경기 부천시 소사구+인천 남동구
인천광역시 남동구 구월동,구월힐스테이트3단지,83.8726,2024-09,13,44000,5,2007,용천로87번길 23,,중개거래,인천 남동구
인천광역시 남동구 논현동,풍림,59.7,2024-09,13,23700,5,2000,청능대로718번길 7,,중개거래,인천 남동구
인천광역시 남동구 만수동,금호타운,124.05,2024-09,13,35000,18,1992,담방로 22-16,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석신동아파밀리에명품,84.4571,2024-09,13,37700,7,2007,염전로 440,,중개거래,인천 남동구+인천 미추홀구
인천광역시 남동구 간석동,삼마TOP-Class(간석탑클래스),59.7532,2024-09,13,25500,4,2016,석산로62번길 11,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌6단지,84.96,2024-09,13,51000,7,2015,선수촌로 27,,중개거래,인천 남동구
인천광역시 남동구 구월동,신세계,73.61,2024-09,13,24900,8,1980,호구포로 858,,중개거래,인천 남동구
인천광역시 남동구 서창동,더포레스트,59.98,2024-09,13,33300,6,2017,서창남순환로 140,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수뉴서울아파트,34.65,2024-09,12,10950,15,1992,담방로21번길 61,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공2단지,59.13,2024-09,12,23700,13,1998,함박뫼로 439,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공2단지,48.45,2024-09,12,17500,20,1998,함박뫼로 439,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현푸르지오 더퍼스트,70.1933,2024-09,12,44500,16,2019,포구로 40,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로12,84.997,2024-09,12,47700,21,2009,논고개로 10,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로11,84.993,2024-09,12,49400,18,2009,논고개로 17,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로11,84.993,2024-09,12,49400,18,2009,논고개로 17,2024-10-03,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로11,122.579,2024-09,12,66000,2,2009,논고개로 17,,중개거래,인천 남동구
인천광역시 남동구 논현동,어진마을한화꿈에그린(6단지),119.951,2024-09,12,54000,12,2007,논현로 106,,중개거래,인천 남동구
인천광역시 남동구 논현동,휴먼시아동산마을,84.6,2024-09,12,39500,7,2006,소래역로 119,,중개거래,인천 남동구
인천광역시 남동구 간석동,어울림마을,59.87,2024-09,12,35000,5,2005,석산로 138,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석한신더휴,74.694,2024-09,12,43800,22,2019,석정로461번길 50,,중개거래,인천 미추홀구
인천광역시 남동구 간석동,형진프라자,27.81,2024-09,12,4650,5,1996,남동대로915번길 25,,중개거래,인천 남동구+인천 미추홀구
인천광역시 남동구 구월동,구월아시아드선수촌2단지,59.99,2024-09,12,38800,21,2015,선수촌공원로 96,,중개거래,인천 남동구
인천광역시 남동구 도림동,도림아이파크,101.7261,2024-09,12,43000,14,2008,도리미로 8,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공2단지,54.9,2024-09,12,26000,3,1987,백범로124번길 43,,중개거래,인천 남동구
인천광역시 남동구 만수동,담방마을,46.12,2024-09,11,10800,1,1994,매소홀로 1030,,중개거래,인천 남동구
인천광역시 남동구 만수동,광명아파트,84.38,2024-09,11,27500,8,1991,담방로21번길 24,,중개거래,인천 남동구
인천광역시 남동구 만수동,하우스토리만수,59.9769,2024-09,11,33000,12,2020,구월로372번길 90,,직거래,
인천광역시 남동구 구월동,구월아시아드선수촌1단지,59.57,2024-09,11,40000,5,2015,선수촌공원로 85,,중개거래,인천 남동구
인천광역시 남동구 논현동,인천 소래논현구역 C10블록 에코메트로 3차 더 타워,140.938,2024-09,11,91000,40,2013,소래역남로 40,,중개거래,인천 남동구
인천광역시 남동구 서창동,청광플러스원아파트,84.9944,2024-09,11,45000,12,2017,서창남순환로 82,,중개거래,인천 남동구
인천광역시 남동구 서창동,서창센트럴푸르지오,74.99,2024-09,11,47000,17,2018,서창남순환로 55,,중개거래,인천 남동구+인천 부평구
인천광역시 남동구 서창동,현대모닝사이드,84.9767,2024-09,11,28500,2,2002,매소홀로 1103,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로12,84.993,2024-09,11,50000,22,2009,논고개로 10,,중개거래,인천 남동구+인천 연수구
인천광역시 남동구 구월동,팬더,84.92,2024-09,11,26500,3,1991,인주대로662번길 32,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로12,84.993,2024-09,11,49500,4,2009,논고개로 10,,중개거래,인천 남동구
인천광역시 남동구 간석동,인천간석휴먼시아2단지,84.76,2024-09,11,42500,10,2014,백범로294번길 16,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현단풍마을트리플에듀,84.99,2024-09,11,37500,15,2006,소래역로 94,,중개거래,인천 남동구
인천광역시 남동구 만수동,포레시안,46.89,2024-09,11,23700,5,2011,만수서로 55,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로5,84.986,2024-09,10,59000,19,2010,소래역남로 39,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월유승한내들퍼스티지,84.2631,2024-09,10,56500,10,2016,선수촌로 75,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석래미안자이,84.97,2024-09,10,55300,17,2008,남동대로 860,,중개거래,인천 남동구
인천광역시 남동구 만수동,금호타운,124.05,2024-09,10,36800,6,1992,담방로 22-16,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공4단지,54.9,2024-09,10,24400,14,1987,백범로124번길 126,,중개거래,인천 남동구
인천광역시 남동구 만수동,진흥(1036),57.69,2024-09,10,17000,3,1991,장승남로81번길 16,,중개거래,인천 남동구
인천광역시 남동구 논현동,별빛마을웰카운티(10단지),128.33,2024-09,10,55000,10,2008,논현로 235,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공13단지(푸르내마을),59.57,2024-09,10,28600,19,2006,포구로 98,,중개거래,인천 남동구
인천광역시 남동구 간석동,두진,59.43,2024-09,10,18000,3,1994,호구포로899번길 8,,중개거래,인천 남동구
인천광역시 남동구 구월동,우정개나리,56.16,2024-09,10,13500,4,1983,성리로35번길 20-14,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공2단지,64.62,2024-09,10,33000,6,1987,백범로124번길 43,,중개거래,인천 남동구
인천광역시 남동구 간석동,현광,63.45,2024-09,10,16000,1,1990,경원대로939번길 45,,중개거래,인천 미추홀구
인천광역시 남동구 간석동,두진,84.99,2024-09,9,25650,16,1994,호구포로899번길 8,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월힐스테이트1단지,83.9829,2024-09,9,49000,13,2007,구월로 192,,중개거래,경기 시흥시+인천 남동구
인천광역시 남동구 논현동,풍림,85,2024-09,9,32500,12,2000,청능대로718번길 7,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현 파크 포레,84.88,2024-09,9,39700,5,2009,은봉로165번길 24,,중개거래,인천 남동구
인천광역시 남동구 서창동,태평1차,59.885,2024-09,9,21800,16,1995,장아산로128번길 22,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공13단지(푸르내마을),59.57,2024-09,9,27700,5,2006,포구로 98,,중개거래,인천 남동구
인천광역시 남동구 만수동,대성유니드별빛마을,84.3496,2024-09,9,34500,6,2006,서판로 30,,중개거래,인천 남동구
인천광역시 남동구 만수동,하우스토리만수,59.9526,2024-09,9,35500,4,2020,구월로372번길 90,,중개거래,경기 부천시 소사구+인천 남동구
인천광역시 남동구 간석동,우성,54.52,2024-09,9,21800,8,1990,방축로 501,,중개거래,인천 남동구
인천광역시 남동구 간석동,극동,84.98,2024-09,9,51000,3,1989,구월로 78,,중개거래,인천 남동구
인천광역시 남동구 만수동,신한(6-21),83.19,2024-09,8,20500,2,1991,만수서로 97-14,,중개거래,인천 남동구
인천광역시 남동구 만수동,포레시안,59.71,2024-09,7,35700,11,2011,만수서로 55,,중개거래,인천 남동구
인천광역시 남동구 만수동,포레시안,59.76,2024-09,7,34500,20,2011,만수서로 55,,중개거래,인천 남동구
인천광역시 남동구 만수동,향촌휴먼시아2단지,59.95,2024-09,7,31000,17,2012,만수서로 36,,중개거래,인천 남동구
인천광역시 남동구 만수동,삼환1단지,59.05,2024-09,7,18000,1,1989,인주대로 857,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공2단지,54.9,2024-09,7,27200,12,1987,백범로124번길 43,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공2단지,54.9,2024-09,7,26500,8,1987,백범로124번길 43,,중개거래,인천 남동구
인천광역시 남동구 만수동,담방마을,49.72,2024-09,7,15000,5,1994,매소홀로 1030,,중개거래,인천 남동구
인천광역시 남동구 만수동,벽산,84.93,2024-09,7,27700,6,2000,호구포로 924,,중개거래,인천 남동구
