시군구,단지명,전용면적(제곱미터),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
인천광역시 남동구 만수동,아주(5-318),43.83,2024-08,28,8200,6,1988,만수로 97,,중개거래,인천 남동구
인천광역시 남동구 서창동,서창센트럴푸르지오,84.98,2024-08,28,53500,12,2018,서창남순환로 55,,중개거래,인천 남동구
인천광역시 남동구 만수동,진흥(1036),57.69,2024-08,28,16000,1,1991,장승남로81번길 16,,중개거래,인천 남동구
인천광역시 남동구 구월동,팬더,84.92,2024-08,28,33000,13,1991,인주대로662번길 32,,중개거래,인천 남동구
인천광역시 남동구 구월동,신영구월지웰시티푸르지오,95.997,2024-08,28,70000,20,2020,남동대로799번길 34,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월유승한내들퍼스티지,84.3455,2024-08,28,58750,22,2016,선수촌로 75,,중개거래,인천 남동구
인천광역시 남동구 구월동,롯데캐슬골드,115.6671,2024-08,28,62000,15,2007,호구포로 803,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월힐스테이트1단지,83.8913,2024-08,28,46000,4,2007,구월로 192,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공13단지(푸르내마을),51.86,2024-08,28,25000,6,2006,포구로 98,2024-10-08,중개거래,인천 남동구
인천광역시 남동구 논현동,논현 파크 포레,84.88,2024-08,28,39500,15,2009,은봉로165번길 24,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현푸르지오 더퍼스트,61.8677,2024-08,28,43000,18,2019,포구로 40,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공2단지,83.84,2024-08,28,29500,19,1998,함박뫼로 439,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석리페(2차)도시형생활주택,12.373,2024-08,27,3700,8,2013,경인로653번길 9,,직거래,
인천광역시 남동구 간석동,간석리페(2차)도시형생활주택,12.373,2024-08,27,3700,7,2013,경인로653번길 9,,직거래,
인천광역시 남동구 간석동,간석리페(2차)도시형생활주택,12.373,2024-08,27,3700,7,2013,경인로653번길 9,,직거래,
인천광역시 남동구 간석동,간석리페(2차)도시형생활주택,12.373,2024-08,27,3700,6,2013,경인로653번길 9,,직거래,
인천광역시 남동구 논현동,에코메트로12,84.993,2024-08,27,51700,21,2009,논고개로 10,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공2단지,83.84,2024-08,27,31800,13,1998,함박뫼로 439,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월힐스테이트1단지,83.9829,2024-08,27,49700,11,2007,구월로 192,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석리페(2차)도시형생활주택,12.373,2024-08,27,3700,7,2013,경인로653번길 9,,직거래,
인천광역시 남동구 간석동,간석리페(1차)도시형생활주택,12.373,2024-08,27,3700,9,2013,경인로653번길 11,,직거래,
인천광역시 남동구 구월동,구월유승한내들퍼스티지,84.3455,2024-08,27,56300,4,2016,선수촌로 75,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석리페(2차)도시형생활주택,12.373,2024-08,27,3700,6,2013,경인로653번길 9,,직거래,
인천광역시 남동구 만수동,대동,84.55,2024-08,27,27400,13,1992,장승남로33번길 21,,중개거래,인천 남동구
인천광역시 남동구 만수동,담방마을,49.72,2024-08,27,15000,4,1994,매소홀로 1030,,중개거래,인천 남동구
인천광역시 남동구 만수동,금호타운,141.78,2024-08,27,42500,7,1992,담방로 22-16,,직거래,
인천광역시 남동구 만수동,하우스토리만수,59.9769,2024-08,27,36000,9,2020,구월로372번길 90,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석리페(1차)도시형생활주택,12.373,2024-08,27,3700,9,2013,경인로653번길 11,,직거래,
인천광역시 남동구 간석동,간석리페(2차)도시형생활주택,12.373,2024-08,27,3700,4,2013,경인로653번길 9,,직거래,
인천광역시 남동구 간석동,우성,72.94,2024-08,27,26900,8,1990,방축로 501,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석리페(2차)도시형생활주택,12.373,2024-08,27,3700,9,2013,경인로653번길 9,,직거래,
인천광역시 남동구 남촌동,남촌풍림3차,59.052,2024-08,26,23500,3,1999,남촌로84번길 38,,중개거래,인천 남동구
인천광역시 남동구 만수동,하우스토리만수,59.9854,2024-08,26,35000,9,2020,구월로372번길 90,,중개거래,인천 남동구
인천광역시 남동구 서창동,서창센트럴푸르지오,74.98,2024-08,26,50000,17,2018,서창남순환로 55,2024-10-12,중개거래,인천 남동구
인천광역시 남동구 논현동,냇마을신영지웰(9단지),96.5212,2024-08,26,51000,11,2007,소래역로 93,,중개거래,인천 남동구
인천광역시 남동구 간석동,"태화아파트101동,102동,103동,105동",84.56,2024-08,26,22000,3,1994,호구포로900번길 5,,중개거래,인천 남동구
인천광역시 남동구 논현동,어진마을한화꿈에그린(6단지),119.951,2024-08,25,53000,10,2007,논현로 106,2024-09-12,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌1단지,51.95,2024-08,25,29500,1,2015,선수촌공원로 85,,중개거래,인천 남동구
인천광역시 남동구 만수동,포레시안,84.35,2024-08,24,41500,18,2011,만수서로 55,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월힐스테이트1단지,115.6671,2024-08,24,57000,6,2007,구월로 192,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공5단지,32.39,2024-08,24,14500,14,1987,백범로124번길 127,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월힐스테이트1단지,83.8913,2024-08,24,51000,6,2007,구월로 192,,중개거래,인천 남동구
인천광역시 남동구 만수동,효성상아,84.725,2024-08,24,33000,9,1985,백범로227번길 76,,중개거래,인천 남동구
인천광역시 남동구 만수동,담방마을,49.72,2024-08,24,18000,13,1994,매소홀로 1030,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월힐스테이트1단지,59.9,2024-08,24,40200,6,2007,구월로 192,,중개거래,인천 남동구+인천 연수구
인천광역시 남동구 구월동,구월힐스테이트1단지,83.8726,2024-08,24,48100,14,2007,구월로 192,,중개거래,인천 남동구
인천광역시 남동구 구월동,롯데캐슬골드,83.8726,2024-08,24,51500,13,2007,호구포로 803,,중개거래,인천 남동구
인천광역시 남동구 구월동,롯데캐슬골드,84.8114,2024-08,24,61000,15,2007,호구포로 803,,중개거래,인천 남동구+인천 부평구
인천광역시 남동구 구월동,롯데캐슬골드,83.8913,2024-08,24,54500,26,2007,호구포로 803,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌8단지,74.91,2024-08,24,45000,19,2015,선수촌로 8,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌6단지,74.91,2024-08,24,47000,24,2015,선수촌로 27,,중개거래,인천 남동구
인천광역시 남동구 간석동,풍림아이원,59.862,2024-08,24,35000,14,2004,석산로 35,,중개거래,인천 남동구+인천 미추홀구
인천광역시 남동구 간석동,인천간석휴먼시아1단지,59.94,2024-08,24,33700,15,2014,백범로294번길 15,,중개거래,인천 남동구
인천광역시 남동구 만수동,향촌휴먼시아2단지,59.9,2024-08,24,32500,6,2012,만수서로 36,,중개거래,인천 남동구
인천광역시 남동구 서창동,임광그대가,134.54,2024-08,24,49500,5,2007,장아산로 158,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현푸르지오 더퍼스트,61.8677,2024-08,24,39500,21,2019,포구로 40,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현푸르지오 더퍼스트,61.9875,2024-08,24,40400,22,2019,포구로 40,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현푸르지오 더퍼스트,61.8677,2024-08,24,41000,17,2019,포구로 40,,중개거래,인천 남동구
인천광역시 남동구 간석동,금호,84.7,2024-08,24,43000,11,1988,구월로 73,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현센트럴뷰,59.84,2024-08,24,42800,23,2014,논고개로68번길 34,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석한신더휴,59.925,2024-08,24,38100,18,2019,석정로461번길 50,,중개거래,인천 남동구
인천광역시 남동구 간석동,한진,61.16,2024-08,24,21850,10,1981,경인로524번길 16,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수뉴서울아파트,34.65,2024-08,24,10700,9,1992,담방로21번길 61,,중개거래,인천 남동구
인천광역시 남동구 만수동,포레시안,46.89,2024-08,24,24500,11,2011,만수서로 55,,중개거래,인천 남동구
인천광역시 남동구 만수동,포레시안,84.95,2024-08,24,41700,8,2011,만수서로 55,,중개거래,인천 남동구+인천 미추홀구
인천광역시 남동구 서창동,더포레스트,59.98,2024-08,24,33700,23,2017,서창남순환로 140,2024-08-28,중개거래,인천 남동구
인천광역시 남동구 서창동,더포레스트,59.98,2024-08,24,33700,23,2017,서창남순환로 140,,중개거래,인천 남동구
인천광역시 남동구 서창동,더포레스트,59.98,2024-08,24,33000,13,2017,서창남순환로 140,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석래미안자이,143.22,2024-08,23,68000,7,2008,남동대로 860,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월힐스테이트1단지,59.9,2024-08,23,43000,17,2007,구월로 192,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌5단지,74.94,2024-08,23,42000,20,2015,선수촌로 56,,직거래,
인천광역시 남동구 간석동,간석신동아파밀리에명품,84.4571,2024-08,23,39000,3,2007,염전로 440,,중개거래,인천 남동구+인천 미추홀구
인천광역시 남동구 간석동,어울림마을,78.9,2024-08,23,42000,18,2005,석산로 138,,중개거래,인천 남동구
인천광역시 남동구 논현동,휴먼시아동산마을,84.6,2024-08,23,38000,21,2006,소래역로 119,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공10단지,49.77,2024-08,23,17000,9,1994,장승남로 34,,중개거래,인천 남동구
인천광역시 남동구 만수동,포레시안,114.04,2024-08,23,57700,19,2011,만수서로 55,,중개거래,인천 남동구
인천광역시 남동구 간석동,우성,84.97,2024-08,23,31500,6,1990,방축로 501,,중개거래,인천 남동구
인천광역시 남동구 만수동,대동,84.55,2024-08,22,26900,3,1992,장승남로33번길 21,,중개거래,인천 남동구
인천광역시 남동구 만수동,하우스토리만수,59.9526,2024-08,22,37000,14,2020,구월로372번길 90,,중개거래,서울 송파구+인천 남동구
인천광역시 남동구 서창동,현대모닝사이드,84.9767,2024-08,22,32000,6,2002,매소홀로 1103,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월힐스테이트1단지,59.9,2024-08,22,42000,27,2007,구월로 192,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌6단지,84.97,2024-08,22,51500,16,2015,선수촌로 27,2024-08-29,중개거래,인천 남동구+인천 미추홀구
인천광역시 남동구 논현동,냇마을신영지웰(9단지),96.5212,2024-08,22,55800,13,2007,소래역로 93,,중개거래,경기 시흥시+인천 남동구
인천광역시 남동구 논현동,주공1단지,59.13,2024-08,22,24000,8,1998,호구포로 294,,중개거래,인천 남동구
인천광역시 남동구 구월동,신영구월지웰시티푸르지오,84.918,2024-08,22,67000,32,2020,남동대로799번길 34,,중개거래,서울 강남구+인천 남동구
인천광역시 남동구 간석동,인천간석휴먼시아2단지,84.86,2024-08,22,40500,5,2014,백범로294번길 16,,중개거래,인천 남동구
인천광역시 남동구 만수동,현대,125.88,2024-08,22,33700,1,1992,장승남로 82,,중개거래,인천 남동구
인천광역시 남동구 만수동,삼환2단지,50.26,2024-08,22,19000,13,1990,소래로 677,,중개거래,인천 남동구
인천광역시 남동구 만수동,삼환2단지,68.38,2024-08,22,26500,9,1990,소래로 677,,중개거래,인천 남동구
인천광역시 남동구 만수동,삼환2단지,50.26,2024-08,22,18000,6,1990,소래로 677,,중개거래,인천 남동구
인천광역시 남동구 만수동,담방마을,49.72,2024-08,22,14800,18,1994,매소홀로 1030,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로12,84.993,2024-08,21,52500,13,2009,논고개로 10,,중개거래,인천 남동구
인천광역시 남동구 논현동,어진마을한화꿈에그린(6단지),101.31,2024-08,21,53800,22,2007,논현로 106,,중개거래,인천 남동구
인천광역시 남동구 구월동,센트럴시티그랑베르,59.997,2024-08,21,33500,24,2021,구월로265번길 12-11,,중개거래,인천 남동구
인천광역시 남동구 만수동,신한,43.89,2024-08,21,10000,3,1988,수현로136번길 30,,중개거래,인천 남동구
인천광역시 남동구 간석동,인천간석휴먼시아1단지,59.94,2024-08,21,32500,2,2014,백범로294번길 15,,중개거래,인천 남동구
인천광역시 남동구 만수동,삼환2단지,68.38,2024-08,21,24000,10,1990,소래로 677,,중개거래,인천 남동구
인천광역시 남동구 만수동,삼환2단지,43.55,2024-08,21,15200,11,1990,소래로 677,,중개거래,인천 남동구
인천광역시 남동구 만수동,향촌휴먼시아2단지,84.98,2024-08,21,41300,13,2012,만수서로 36,,중개거래,인천 남동구
인천광역시 남동구 서창동,서창베라체아파트(11단지),84.77,2024-08,21,40100,6,2012,서창남로 17,,중개거래,인천 남동구
인천광역시 남동구 구월동,롯데캐슬골드,75.3036,2024-08,21,48800,15,2007,호구포로 803,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수뉴서울아파트,34.65,2024-08,21,10000,9,1992,담방로21번길 61,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현센트럴뷰,59.58,2024-08,21,41500,13,2014,논고개로68번길 34,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로10,199.069,2024-08,21,110000,28,2010,아암대로1503번길 21,,중개거래,인천 남동구
인천광역시 남동구 구월동,신세계,85.44,2024-08,20,25700,12,1980,호구포로 858,,중개거래,인천 남동구
인천광역시 남동구 간석동,동암,56.16,2024-08,20,15200,2,1983,석산로169번길 49,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석한신더휴,74.694,2024-08,20,44000,2,2019,석정로461번길 50,,중개거래,인천 남동구+인천 미추홀구
인천광역시 남동구 간석동,인천간석휴먼시아1단지,59.94,2024-08,20,34000,7,2014,백범로294번길 15,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공1단지,59.13,2024-08,20,23000,8,1998,호구포로 294,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현센트럴뷰,59.58,2024-08,20,40700,6,2014,논고개로68번길 34,,중개거래,인천 남동구
인천광역시 남동구 논현동,유호엔시티101-103동,101.1212,2024-08,20,40300,39,2013,포구로 35,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로5,101.957,2024-08,20,63000,21,2010,소래역남로 39,,중개거래,인천 남동구
인천광역시 남동구 논현동,어진마을한화꿈에그린(6단지),101.31,2024-08,20,52000,16,2007,논현로 106,,중개거래,인천 남동구
인천광역시 남동구 만수동,포레시안,84.35,2024-08,20,38800,12,2011,만수서로 55,,중개거래,인천 남동구
인천광역시 남동구 만수동,광명아파트,84.38,2024-08,20,28000,6,1991,담방로21번길 24,,중개거래,인천 남동구
인천광역시 남동구 만수동,벽산,59.805,2024-08,20,23300,2,2000,호구포로 924,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공10단지,49.77,2024-08,20,15300,3,1994,장승남로 34,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월힐스테이트1단지,83.9829,2024-08,20,43500,1,2007,구월로 192,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월힐스테이트1단지,115.6671,2024-08,20,62200,15,2007,구월로 192,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌1단지,59.99,2024-08,20,38000,9,2015,선수촌공원로 85,,중개거래,인천 남동구
인천광역시 남동구 만수동,삼환1단지,43.55,2024-08,19,14500,10,1989,인주대로 857,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석래미안자이,84.97,2024-08,19,55000,15,2008,남동대로 860,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공1단지,48.87,2024-08,19,19700,7,1998,호구포로 294,,중개거래,인천 남동구
인천광역시 남동구 간석동,우성,54.52,2024-08,19,20800,10,1990,방축로 501,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공5단지,41.3,2024-08,19,18000,14,1987,백범로124번길 127,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현 파크 포레,84.94,2024-08,19,38000,15,2009,은봉로165번길 24,,중개거래,인천 남동구
인천광역시 남동구 만수동,신동아,67.02,2024-08,19,20400,11,1990,만수로111번길 38,,중개거래,인천 남동구
인천광역시 남동구 만수동,신동아,74.92,2024-08,19,20500,9,1990,만수로111번길 38,,중개거래,인천 남동구
인천광역시 남동구 서창동,더포레스트,59.98,2024-08,19,26500,16,2017,서창남순환로 140,,직거래,
인천광역시 남동구 서창동,서창센트럴푸르지오,74.98,2024-08,19,50500,25,2018,서창남순환로 55,,중개거래,인천 계양구+인천 남동구
인천광역시 남동구 서창동,태평1차,59.885,2024-08,19,21300,18,1995,장아산로128번길 22,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현푸르지오 더퍼스트,61.8677,2024-08,19,39000,4,2019,포구로 40,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌6단지,74.94,2024-08,19,45000,11,2015,선수촌로 27,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌6단지,74.94,2024-08,19,45000,11,2015,선수촌로 27,2024-08-29,중개거래,인천 남동구
인천광역시 남동구 구월동,팬더,84.92,2024-08,19,29000,3,1991,인주대로662번길 32,,중개거래,경기 부천시 소사구+인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌1단지,51.95,2024-08,18,31500,7,2015,선수촌공원로 85,,중개거래,인천 남동구
인천광역시 남동구 구월동,성문,59.86,2024-08,18,17500,14,1996,호구포로744번길 26,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공13단지(푸르내마을),51.86,2024-08,18,24000,5,2006,포구로 98,,중개거래,인천 남동구
인천광역시 남동구 만수동,삼환1단지,50.26,2024-08,18,17000,2,1989,인주대로 857,,중개거래,인천 남동구
인천광역시 남동구 논현동,휴먼시아동산마을,84.6,2024-08,18,38000,17,2006,소래역로 119,,중개거래,인천 남동구
인천광역시 남동구 논현동,휴먼시아동산마을,84.6,2024-08,18,38000,17,2006,소래역로 119,2024-08-18,중개거래,인천 남동구
인천광역시 남동구 논현동,주공1단지,59.13,2024-08,17,23500,15,1998,호구포로 294,,중개거래,인천 남동구
인천광역시 남동구 서창동,태평1차,59.885,2024-08,17,21500,8,1995,장아산로128번길 22,,중개거래,인천 남동구
인천광역시 남동구 서창동,더포레스트,59.93,2024-08,17,31500,1,2017,서창남순환로 140,,중개거래,경기 시흥시+인천 남동구
인천광역시 남동구 논현동,어진마을한화꿈에그린(6단지),119.877,2024-08,17,50000,6,2007,논현로 106,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로11,84.993,2024-08,17,51800,13,2009,논고개로 17,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로11,154.104,2024-08,17,72700,14,2009,논고개로 17,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로9,123.812,2024-08,17,57000,2,2011,에코중앙로 96,,중개거래,인천 남동구
인천광역시 남동구 논현동,유호엔시티101-103동,84.5507,2024-08,17,30500,3,2013,포구로 35,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공1단지,48.87,2024-08,17,17500,3,1998,호구포로 294,,중개거래,인천 남동구
인천광역시 남동구 남촌동,남촌풍림1차,59.685,2024-08,17,23300,18,1998,남촌동로15번길 21,,중개거래,인천 남동구
인천광역시 남동구 도림동,벽산블루밍,84.85,2024-08,17,35500,17,2008,도림로 8,,중개거래,인천 남동구
인천광역시 남동구 만수동,효성상아,84.725,2024-08,17,35000,9,1985,백범로227번길 76,,중개거래,인천 남동구
인천광역시 남동구 만수동,주공11단지,49.65,2024-08,17,16000,8,1997,만수서로105번길 40-18,,중개거래,인천 남동구
인천광역시 남동구 만수동,삼환2단지,43.55,2024-08,17,16000,8,1990,소래로 677,,중개거래,인천 남동구
인천광역시 남동구 만수동,광명아파트,74.68,2024-08,17,25300,7,1991,담방로21번길 24,,중개거래,인천 남동구
인천광역시 남동구 만수동,광명아파트,84.38,2024-08,17,27800,15,1991,담방로21번길 24,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공4단지,54.9,2024-08,17,24700,2,1987,백범로124번길 126,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공4단지,54.9,2024-08,17,24750,12,1987,백범로124번길 126,,중개거래,인천 남동구
인천광역시 남동구 만수동,포레시안,59.76,2024-08,17,32800,19,2011,만수서로 55,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월힐스테이트3단지,84.8114,2024-08,17,48700,14,2007,용천로87번길 23,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌5단지,74.93,2024-08,17,44000,3,2015,선수촌로 56,,중개거래,인천 남동구
인천광역시 남동구 구월동,신세계,88.68,2024-08,17,27300,12,1980,호구포로 858,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석한신더휴,74.694,2024-08,17,44200,16,2019,석정로461번길 50,,중개거래,인천 남동구+인천 부평구
인천광역시 남동구 간석동,인천간석휴먼시아2단지,84.76,2024-08,17,41300,25,2014,백범로294번길 16,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석신동아파밀리에명품,84.4511,2024-08,17,36500,10,2007,염전로 440,,중개거래,인천 남동구
인천광역시 남동구 서창동,현대모닝사이드,84.9767,2024-08,17,33000,13,2002,매소홀로 1103,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수뉴서울아파트,34.65,2024-08,16,10800,9,1992,담방로21번길 61,,중개거래,경기 부천시 원미구+인천 남동구
인천광역시 남동구 서창동,호반베르디움,84.7403,2024-08,16,53500,5,2017,서창남순환로 200,,중개거래,인천 남동구
인천광역시 남동구 서창동,서창센트럴푸르지오,74.98,2024-08,16,48500,10,2018,서창남순환로 55,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌센트럴자이,101.93,2024-08,16,69500,10,2015,선수촌로 55,,중개거래,인천 남동구
인천광역시 남동구 논현동,풍림,85,2024-08,16,31500,18,2000,청능대로718번길 7,,중개거래,인천 남동구
인천광역시 남동구 간석동,도담,49.4622,2024-08,16,16000,15,2017,백범로 382,,중개거래,인천 남동구+인천 부평구
인천광역시 남동구 만수동,남동아파트,51.72,2024-08,16,16000,2,1992,장승남로33번길 23,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공6단지,47.25,2024-08,16,18000,5,1986,만수로50번길 19,,중개거래,인천 남동구
인천광역시 남동구 서창동,서창퍼스트뷰(7단지),84.95,2024-08,15,41700,3,2012,서창남순환로 190-15,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현유승한내들,56.1574,2024-08,15,34800,14,2018,에코중앙로66번길 6,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로10,143.265,2024-08,15,80000,22,2010,아암대로1503번길 21,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로12,84.993,2024-08,15,47500,2,2009,논고개로 10,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월힐스테이트1단지,115.6671,2024-08,15,60800,21,2007,구월로 192,,중개거래,인천 계양구+인천 남동구
인천광역시 남동구 구월동,롯데캐슬골드,83.9829,2024-08,15,48500,12,2007,호구포로 803,,중개거래,인천 남동구
인천광역시 남동구 논현동,휴먼시아동산마을,84.6,2024-08,15,39000,1,2006,소래역로 119,,중개거래,인천 남동구
인천광역시 남동구 간석동,어울림마을,78.9,2024-08,15,40000,8,2005,석산로 138,,중개거래,인천 남동구
인천광역시 남동구 논현동,휴먼시아동산마을,84.6,2024-08,15,37000,14,2006,소래역로 119,,중개거래,인천 남동구
인천광역시 남동구 논현동,풍림,85,2024-08,15,29700,11,2000,청능대로718번길 7,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공2단지,48.45,2024-08,15,17400,1,1998,함박뫼로 439,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현신일해피트리,134.894,2024-08,15,56500,7,2007,은봉로 288,,중개거래,인천 남동구
인천광역시 남동구 간석동,이삭,84.66,2024-08,15,26700,10,1999,용천로176번길 109,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로6,84.986,2024-08,15,54000,35,2010,아암대로1503번길 98,,중개거래,인천 남동구
인천광역시 남동구 만수동,현대,125.88,2024-08,15,41750,17,1993,장승남로 82,,중개거래,인천 남동구
인천광역시 남동구 만수동,이삭(1086-1),84.93,2024-08,15,32500,2,2000,담방서로17번길 21,,중개거래,인천 남동구
인천광역시 남동구 만수동,삼환2단지,50.26,2024-08,15,18600,12,1990,소래로 677,,중개거래,인천 남동구
인천광역시 남동구 만수동,삼부,54.54,2024-08,15,12000,2,1984,만수로 98,,직거래,
인천광역시 남동구 만수동,향촌휴먼시아2단지,84.98,2024-08,15,38500,9,2012,만수서로 36,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌1단지,51.95,2024-08,15,30000,7,2015,선수촌공원로 85,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌2단지,51.95,2024-08,15,32900,5,2015,선수촌공원로 96,,중개거래,인천 남동구
인천광역시 남동구 만수동,영풍(849),84.9,2024-08,14,29600,13,1998,호구포로888번길 40,2024-09-06,중개거래,인천 남동구
인천광역시 남동구 논현동,논현신일해피트리,134.894,2024-08,14,55500,6,2007,은봉로 288,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석신동아파밀리에명품,59.9427,2024-08,14,30700,3,2007,염전로 440,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석래미안자이,119.36,2024-08,14,63700,5,2008,남동대로 860,,중개거래,인천 남동구
인천광역시 남동구 서창동,서창베라체아파트(11단지),84.77,2024-08,14,37000,4,2012,서창남로 17,,중개거래,인천 남동구
인천광역시 남동구 서창동,서창센트럴푸르지오,74.98,2024-08,14,48000,18,2018,서창남순환로 55,,중개거래,인천 남동구
인천광역시 남동구 도림동,도림아이파크,84.633,2024-08,14,40000,13,2008,도리미로 8,,중개거래,인천 남동구
인천광역시 남동구 만수동,대동(5-328),39.33,2024-08,14,8800,4,1987,만수로 86,,중개거래,인천 남동구
인천광역시 남동구 만수동,담방마을,49.72,2024-08,14,15000,5,1994,매소홀로 1030,,중개거래,인천 남동구+인천 연수구
인천광역시 남동구 만수동,영풍(849),84.9,2024-08,14,29600,13,1998,호구포로888번길 40,,중개거래,인천 남동구
인천광역시 남동구 만수동,하우스토리만수,59.9526,2024-08,14,35200,18,2020,구월로372번길 90,,중개거래,인천 남동구
인천광역시 남동구 만수동,벽산,59.805,2024-08,13,27500,15,2000,호구포로 924,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공2단지,54.9,2024-08,13,25450,5,1987,백범로124번길 43,,중개거래,인천 남동구
인천광역시 남동구 만수동,광명아파트,84.38,2024-08,13,26000,2,1991,담방로21번길 24,,중개거래,인천 남동구
인천광역시 남동구 서창동,더포레스트,59.98,2024-08,13,32000,3,2017,서창남순환로 140,,중개거래,인천 남동구
인천광역시 남동구 서창동,서창센트럴푸르지오,84.98,2024-08,13,52500,4,2018,서창남순환로 55,,중개거래,인천 남동구
인천광역시 남동구 구월동,롯데캐슬골드,59.9,2024-08,13,34000,3,2007,호구포로 803,,직거래,
인천광역시 남동구 구월동,구월아시아드선수촌8단지,74.93,2024-08,13,42600,8,2015,선수촌로 8,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌2단지,59.57,2024-08,13,38800,7,2015,선수촌공원로 96,,중개거래,인천 남동구
인천광역시 남동구 구월동,신영구월지웰시티푸르지오,84.918,2024-08,13,63500,25,2020,남동대로799번길 34,,중개거래,서울 강남구+인천 남동구
인천광역시 남동구 남촌동,남촌풍림3차,83.508,2024-08,13,30600,9,1999,남촌로84번길 38,,중개거래,인천 남동구
